,Deaths,Population,Overdose Rate,Unemployment Rate,Median Income,prisoner_count,incarceration rate (%)
469,847,8661679,9.6644,8.1,46053,25554,0.292897292
470,727,8677885,8.3715,9.7,41195,25354,0.291897692
471,702,8711090,7.9673,5.0,46418,24835,0.286029824
472,263,8755602,2.9967,11.2,44213,24115,0.276937561
473,868,8791894,9.7672,11.2,54210,24488,0.278285598
474,1012,8821155,11.306,8.5,48437,23642,0.267601669
475,1222,8864590,13.7399,10.6,50236,23050,0.259930677
476,1294,8899339,14.4943,6.8,43216,22263,0.249823206
477,1253,8938175,14.0172,10.3,49099,21394,0.239355349
478,1454,8958013,16.3351,3.8,47205,20294,0.226545775
479,2056,8944469,23.2077,10.9,43513,19458,0.216719742
480,258,1831690,14.3563,7.8,36488,5668,0.309568608
481,287,1855309,16.1031,9.4,39485,5991,0.323480436
482,358,1877574,19.7372,6.5,45552,6223,0.33126402
483,314,1903808,16.942,5.5,48126,6403,0.336467673
484,373,1932274,20.0844,9.1,45407,6571,0.341176074
485,418,1962137,21.756,9.7,48671,6639,0.339660462
486,462,1990070,23.3884,8.3,46213,6429,0.326359259
487,518,2010662,26.6852,6.8,60470,6321,0.318541633
488,438,2036802,22.0362,10.2,49344,6584,0.327615814
489,478,2059179,23.8186,10.0,45676,6659,0.322327223
490,529,2082224,26.308000000000003,7.5,52438,6687,0.321695465
491,492,2085538,24.6608,8.8,62404,6640,0.318688386
492,458,2085287,22.6256,8.4,55697,6767,0.324261642
493,547,2085572,27.2892,11.7,55319,6948,0.333146015
494,501,2085109,25.3107,8.3,37057,7104,0.340701613
495,500,2081015,25.1877,9.5,46657,6996,0.335470061
496,1079,19082838,5.5798,7.9,48477,67554,0.353975902
497,923,19137800,4.785,9.5,47091,66925,0.349764687
498,964,19175939,4.9695,5.9,38838,65388,0.340342252
499,831,19171567,4.2568,8.8,45900,64024,0.332062168
500,944,19132610,4.7922,3.5,41047,63032,0.326324863
501,1680,19104631,8.5737,10.3,39797,63538,0.329107002
502,1708,19132335,8.6449,8.3,48222,62738,0.325105612
503,1691,19212436,8.5369,7.5,40028,60198,0.308861379
504,1592,19307066,7.9913,9.3,68059,58479,0.299256151
505,1557,19378102,7.7953,5.4,61970,56420,0.290896627
506,1948,19465197,9.6739,13.0,52282,55196,0.283032955
507,2106,19570261,10.4167,4.4,48145,54058,0.276142495
508,2309,19651127,11.3102,6.9,41105,53312,0.270678646
509,2300,19746227,11.3047,8.5,44579,52362,0.265174709
511,3638,19745289,18.0425,6.5,56211,50611,0.255143528
512,551,8210122,6.6398,7.2,51235,32203,0.392427345
513,647,8326201,7.7261,8.3,56835,32918,0.396324505
514,762,8422501,9.0165,7.9,50449,33874,0.402247188
515,854,8553152,9.924,10.4,51755,35544,0.416183282
516,1000,8705407,11.4133,7.6,36658,36646,0.422556048
517,1059,8917270,11.8478,8.3,45245,37725,0.425958095
518,1084,9118037,11.8643,7.1,55891,38240,0.422026983
519,1196,9309449,12.7821,8.0,37150,39957,0.433259665
520,1191,9449566,12.5987,5.8,47041,40133,0.427816824
521,1093,9535483,11.4018,7.8,51692,40375,0.422322299
522,1264,9656401,13.049000000000001,8.1,38419,39662,0.410958209
523,1298,9752073,13.325,9.3,54723,37378,0.38342844
524,1259,9848060,12.8868,6.6,57119,37176,0.377462822
525,1358,9943964,13.8046,5.5,51981,37348,0.375584626
526,1567,10042802,15.7928,6.7,54628,36888,0.367307849
527,1956,10146788,19.6947,7.8,43307,35970,0.354150846
528,14,639062,2.3243,11.2,48209,1088,0.170921373
529,17,638168,2.6141,4.0,47923,1117,0.176207701
530,22,638817,3.5289,6.0,37313,1100,0.17366593
531,17,644705,2.5764,6.9,42986,1130,0.177586955
532,12,646089,1.8266,9.0,32875,1318,0.207688247
533,14,649422,2.1165,5.6,54215,1337,0.210264096
534,32,652822,4.7623,9.1,45933,1392,0.217596899
535,46,657569,7.3703,6.7,56017,1379,0.214971293
536,27,664968,4.4054,7.0,60512,1436,0.222000977
537,23,672591,3.4089,7.5,43923,1416,0.209893141
538,16,683932,2.0354,7.1,37236,1385,0.202266554
539,21,699628,3.1184,8.2,36699,1413,0.201470033
540,20,723393,2.8154,5.7,42027,1576,0.217722561
541,43,739482,6.2628,5.0,46500,1696,0.229349734
542,61,756927,8.5971,8.3,42437,1772,0.234104478
543,77,757952,10.6102,9.0,48398,1639,0.21692864
544,737,11387404,6.4705,7.5,36445,44868,0.393931931
545,931,11407889,8.2032,8.1,50646,45284,0.396925188
546,775,11434788,6.7936,6.1,51914,44350,0.38775346
547,1136,11452251,9.9421,5.0,50704,44150,0.385584704
548,1243,11463320,10.8982,5.4,54813,45189,0.393952061
549,1515,11481213,13.2315,6.7,41422,48482,0.42239044
550,1592,11500468,13.8858,7.8,39406,49894,0.435112594
551,1733,11515391,15.1383,4.3,43151,50884,0.443012352
552,1236,11528896,10.8867,9.2,40230,50783,0.439959819
553,1835,11536504,16.0885,10.4,49484,51709,0.448163836
554,2025,11544951,17.7178,7.8,46300,50961,0.441564588
555,2125,11544225,18.897000000000002,8.8,44159,50872,0.440334662
556,2347,11570808,20.7926,5.2,37645,51711,0.446862925
557,2744,11594163,24.6364,7.4,44203,51521,0.444370154
558,3310,11613423,29.9118,3.1,42192,52240,0.449824311
559,4329,11614373,39.1225,9.3,42056,52172,0.448885847
560,269,3467100,7.9609,6.7,36429,21719,0.62598409
561,240,3489080,7.069,8.0,35610,21996,0.630312061
562,400,3504892,11.7806,5.3,41066,22688,0.64703267
563,476,3525233,13.9302,4.7,43391,22621,0.641995308
564,478,3548597,13.84,7.7,42329,22907,0.64646183
565,563,3594090,16.2335,9.0,46077,22873,0.639051277
566,666,3634349,18.8316,6.1,44358,23778,0.657338203
567,564,3668976,15.630999999999998,4.9,56242,23676,0.650017942
568,756,3717572,20.6336,8.2,40984,24053,0.652364356
569,717,3751351,19.4399,7.2,40535,24147,0.642176021
570,703,3791508,18.923,6.7,48049,23750,0.627615671
571,771,3814820,20.5919,7.8,55100,24370,0.638663655
572,790,3850568,20.6365,6.9,50886,25364,0.65827208
573,777,3878051,20.3466,8.9,49222,26493,0.683152439
574,725,3911338,19.0047,7.2,34984,27321,0.698507774
575,813,3923561,21.5304,7.7,43846,26367,0.672420507
576,241,3467937,6.8739,7.4,44106,10950,0.315249345
577,318,3513424,8.9269,7.9,40994,11650,0.330932534
578,355,3547376,9.7885,5.3,39614,12207,0.342476707
579,365,3569463,10.0234,7.5,43055,12652,0.352289646
580,386,3613202,10.4134,2.9,39220,12887,0.354148306
581,485,3670883,12.8634,8.0,40238,13191,0.356440491
582,502,3722417,13.1582,7.7,44649,13373,0.356855519
583,452,3768748,11.8249,6.9,39562,13541,0.357276666
584,501,3808600,12.8968,8.2,55275,13735,0.3590233
585,503,3831074,12.9117,5.1,56815,13859,0.361068297
586,532,3871859,13.5494,9.6,47204,13728,0.354891088
587,490,3899353,12.4656,3.8,43786,14123,0.362146684
588,455,3930065,11.3211,5.4,33956,14605,0.371811282
589,522,3970239,12.8483,6.7,42137,14492,0.365015809
590,505,4028977,12.0475,8.5,34755,14655,0.363739977
591,506,4093465,11.9386,5.0,56104,14579,0.356804681
592,958,12298970,7.8976,5.7,49019,37641,0.305947182
593,1097,12331031,9.1004,6.6,54965,39724,0.322204213
594,1381,12374658,11.3719,5.0,49940,40879,0.330448547
595,1544,12410722,12.7277,7.5,49300,40506,0.326807009
596,1613,12449990,13.182,6.0,32002,41941,0.338088057
597,1638,12510809,13.495999999999999,6.8,41166,43971,0.353446986
598,1733,12563937,13.8552,6.9,51837,45530,0.366208974
599,1850,12612285,14.9061,6.8,37255,48736,0.391507935
600,1909,12666858,15.2458,4.7,45397,50485,0.400523072
601,1916,12702379,15.3278,6.7,45732,48087,0.378110168
602,2289,12742886,18.3208,6.8,33373,49710,0.390067505
603,2365,12763536,18.9533,7.0,49922,50228,0.393498362
604,2426,12773801,19.3932,5.7,51141,49971,0.390969742
605,2732,12787209,21.9021,4.4,47329,49174,0.384556161
606,3264,12802503,26.3273,4.6,50871,48846,0.381534767
607,4627,12784227,37.8509,6.3,41397,48287,0.377623203
608,110,1057142,10.2027,7.9,45184,3364,0.317460617
609,99,1065995,9.3455,3.3,43974,3473,0.325088035
610,146,1071342,13.7311,4.7,34108,3576,0.332316065
611,106,1074579,9.8112,6.1,43762,3169,0.29344875
612,156,1067916,14.3019,7.5,32728,3414,0.318001749
613,175,1063096,16.4045,4.2,52823,3713,0.347786177
614,135,1057315,12.424000000000001,7.2,45022,3745,0.35402597
615,185,1055003,17.3481,5.7,50955,3739,0.355828198
616,161,1053646,14.7751,5.8,52314,3413,0.324057238
617,167,1052567,15.5066,5.6,37113,3159,0.300134533
618,190,1051302,17.667,6.4,33507,3032,0.288584357
619,196,1050292,18.2384,6.5,36936,3042,0.289630431
620,241,1051511,22.3749,4.5,44232,3168,0.300753593
621,247,1055173,23.3501,4.2,41384,3133,0.296918136
622,310,1056298,28.1842,6.0,42425,2982,0.282306698
623,326,1056426,30.8268,7.1,45153,2887,0.272985327
624,242,4064995,5.9421,6.6,32763,21719,0.534670893
625,217,4107795,5.3243,6.1,47508,22896,0.557926005
626,287,4150297,6.9896,5.2,54783,22942,0.552986639
627,356,4210921,8.4443,3.9,43261,22650,0.53955652
628,427,4270150,9.9242,3.8,49275,22456,0.528758047
629,554,4357847,12.7035,5.1,39271,22930,0.53063362
630,545,4444110,12.1421,6.6,37523,23578,0.534926421
631,565,4528996,12.4953,3.4,39522,23685,0.528706639
632,615,4589872,13.2651,6.5,38479,23685,0.519266463
633,678,4625364,14.6269,7.7,44711,23009,0.4961931
634,618,4679230,13.3115,5.9,42933,22363,0.478522036
635,587,4723723,12.4567,6.8,41638,21867,0.462948751
636,620,4774839,12.9686,4.5,35902,21534,0.451264049
637,701,4832482,14.4358,5.8,43520,20948,0.433483249
638,761,4896146,15.6549,2.7,40410,20457,0.417818423
639,879,4961119,18.0931,6.3,37279,20376,0.410821195
640,24,757972,3.2248,6.3,34008,2799,0.369103444
641,22,760020,3.0514,5.3,36762,2943,0.387014309
642,24,763729,3.312,4.2,42619,3019,0.394689537
643,43,770396,5.7906,3.8,41049,3053,0.396173995
644,40,775493,5.5267,4.8,41047,3346,0.431807124
645,37,783033,5.0775,6.0,42710,3316,0.424084848
646,32,791623,4.0574,4.2,37715,3276,0.411447174
647,54,799124,7.3098,3.6,47303,3352,0.416814848
648,49,807067,6.6567,6.0,42939,3390,0.417290859
649,45,814180,6.2598,5.5,38024,3393,0.415504324
650,57,824082,7.0872,4.9,49650,3562,0.432495177
651,42,833354,5.4988,5.7,53387,3596,0.431150762
652,55,844877,6.9467,3.9,48294,3612,0.427197786
653,63,853175,7.7952,6.2,47437,3507,0.411052832
654,65,858469,8.3571,5.0,32387,3536,0.411896061
655,69,865454,8.4197,6.1,39734,3770,0.437587488
656,424,5750789,7.3427,5.3,42498,17466,0.303788327
657,491,5795918,8.4571,5.6,41802,18297,0.316021497
658,662,5847812,11.3333,4.4,36458,19141,0.327464822
659,763,5910809,12.8368,4.9,42684,19331,0.328016672
660,872,5991057,14.5328,2.8,36200,19270,0.323553141
661,975,6088766,15.9915,5.7,36515,19312,0.319798477
662,985,6175727,15.8402,5.3,41966,19268,0.312958899
663,938,6247411,14.7959,6.5,35457,19379,0.311815756
664,962,6306019,15.1506,5.8,54568,19932,0.316569185
665,1080,6346105,16.9123,3.4,55321,20037,0.315174231
666,1090,6403353,17.16,6.8,44958,19831,0.309869688
667,1131,6456243,17.6078,3.0,42796,19817,0.307006414
668,1187,6495978,18.1013,4.2,34835,20758,0.31948808
669,1269,6549352,19.5143,5.0,42776,20815,0.317817702
670,1457,6600299,22.1571,6.4,30882,19800,0.29998641
671,1630,6651194,24.5334,3.7,54622,21539,0.323923768
672,1374,21319622,6.5582,4.5,49602,148480,0.694773844
673,1598,21690325,7.497000000000001,5.1,53347,152446,0.701322749
674,1753,22030931,8.0844,3.2,49397,153056,0.692455369
675,1813,22394023,8.1661,5.5,47262,156682,0.697246104
676,1910,22778123,8.5304,4.0,33339,157081,0.685090369
677,2191,23359580,9.4937,5.4,42704,158510,0.67428732
678,2194,23831983,9.2789,6.9,57363,158576,0.663376335
679,2053,24309039,8.5443,5.8,35160,159237,0.654569697
680,2409,24801761,9.8015,4.3,39763,158542,0.639738794
681,2399,25145561,9.5864,4.6,45903,160242,0.634534681
682,2589,25674681,10.1286,6.7,29359,159956,0.62405347
683,2447,26059203,9.4049,5.6,45183,155195,0.595511357
684,2446,26448193,9.2641,4.5,49631,155377,0.586203606
685,2601,26956958,9.6831,3.6,42999,154247,0.572197353
686,2588,27469114,9.4013,3.6,47861,152492,0.555139856
687,2831,27862596,10.131,4.4,40149,151276,0.542113414
688,209,2283715,10.4458,5.7,45403,4145,0.181901004
689,288,2324815,14.0211,3.1,43611,4285,0.184794736
690,353,2360137,16.1322,4.1,32126,4623,0.196546178
691,358,2401580,16.3187,4.6,41339,4720,0.194984277
692,438,2457719,19.3259,5.8,30161,5058,0.203105286
693,444,2525507,19.1011,3.9,52681,5031,0.197289243
694,511,2597746,21.2997,5.0,45047,5165,0.195249742
695,468,2663029,18.9659,3.9,52253,5132,0.187544036
696,478,2723421,19.1305,4.5,53530,5244,0.188323376
697,433,2763885,16.8971,3.8,36612,5442,0.196074263
698,504,2817222,19.4712,6.1,33322,5294,0.188107579
699,601,2855287,23.131,5.1,38437,5309,0.185962868
700,594,2900872,22.064,4.0,41415,5382,0.185408023
701,603,2942902,22.4296,3.6,40976,5307,0.180332203
702,646,2995919,23.3773,4.4,40379,4831,0.161252691
703,635,3051217,22.3516,5.8,46171,4502,0.147881909
704,44,612223,7.0899,6.1,29673,1400,0.228393189
705,47,615442,7.5062,5.3,42490,1361,0.220795317
706,65,617858,10.2301,4.1,50241,1491,0.240738977
707,50,619920,8.0158,3.2,40794,1968,0.316789353
708,53,621215,8.4676,3.4,47342,2078,0.333875868
709,75,622892,12.2263,4.6,40860,2215,0.355020291
710,66,623481,10.8459,4.7,35783,2116,0.340601429
711,73,624151,10.9471,3.0,39671,2116,0.340592657
712,55,624817,8.2928,5.0,37736,2220,0.357050952
713,63,625741,9.6989,5.2,45723,2079,0.332156911
714,83,626431,12.8865,5.4,43499,2053,0.327645422
715,70,626011,10.9478,4.8,41273,2034,0.324944525
716,93,626630,15.0543,4.8,35609,2078,0.33149612
717,83,626562,13.9444,5.0,41785,1979,0.315850626
718,99,626042,16.6979,3.1,35793,1750,0.279533961
719,125,624594,22.1702,5.1,38162,1735,0.278333018
720,459,7198362,6.1665,5.1,30718,31472,0.437308507
721,509,7286873,6.7956,4.9,36265,30937,0.424502276
722,547,7366977,7.2312,3.7,41059,30915,0.419739415
723,558,7475575,7.325,3.1,40991,31072,0.41532711
724,581,7577105,7.5112,3.6,40865,30722,0.406143203
725,629,7673725,8.0384,4.9,46064,30823,0.403290172
726,700,7751000,8.8951,3.2,37611,32977,0.427601282
727,718,7833496,9.0163,2.4,51546,32585,0.419418544
728,685,7925937,8.5371,4.7,41901,30995,0.393208324
729,558,8001024,6.812,4.2,38856,31911,0.397696746
730,798,8096604,9.7429,4.5,50365,30531,0.376722031
731,733,8185867,8.9188,4.7,50172,29708,0.36288445
732,854,8260405,10.2361,2.7,48240,29985,0.362560449
733,980,8326289,11.7135,4.8,46816,30050,0.36090508
734,1039,8382993,12.3604,3.7,29697,30430,0.362996844
735,1405,8411808,16.7463,4.9,39783,29882,0.355130146
736,499,5985722,8.1295,4.9,42176,15226,0.254046541
737,643,6052349,10.4142,4.1,42499,16263,0.268054049
738,696,6104115,11.068,4.2,32432,16227,0.264658479
739,811,6178645,12.7497,5.0,42962,16503,0.265875265
740,850,6257305,13.0332,2.7,35996,16781,0.266708032
741,897,6370753,13.5749,4.5,38317,16827,0.263094613
742,962,6461587,14.3739,4.7,40744,16911,0.261439262
743,1011,6562231,14.7604,5.9,35093,17188,0.262443306
744,987,6667426,14.3041,4.6,50405,17255,0.258920995
745,916,6724540,13.1038,2.7,50926,17028,0.252530421
746,997,6830038,14.0988,5.1,45758,17109,0.250744988
747,985,6897012,13.6883,2.9,41750,16919,0.245369394
748,969,6971406,13.4249,3.9,32777,17760,0.254669588
749,979,7061530,13.2764,3.8,45097,17180,0.243290052
750,1094,7170351,14.7417,5.1,34299,17222,0.2401835
751,1102,7288000,14.5105,3.4,54251,17228,0.236617994
752,206,1801481,11.4696,3.8,46628,3403,0.188953206
753,229,1805414,12.9455,4.1,50593,3575,0.198073671
754,262,1812295,15.120999999999999,3.3,48177,3790,0.209225809
755,333,1816438,18.8017,4.2,43629,3990,0.220132101
756,184,1820492,10.5007,3.7,29682,4036,0.222481551
757,362,1827912,20.3521,4.8,36995,4367,0.240146937
758,397,1834052,22.4483,6.6,51396,4907,0.270800509
759,459,1840310,25.741999999999997,3.9,36251,4896,0.269831157
760,226,1847775,12.4329,4.2,39629,5062,0.278165951
761,512,1852994,28.8855,3.3,45088,5072,0.273516368
762,635,1855364,36.2896,5.2,29411,5149,0.277587891
763,558,1855413,32.0021,4.7,42525,5335,0.287340845
764,570,1854304,32.1989,3.7,47163,5708,0.307942134
765,627,1850326,35.5052,3.0,39594,5867,0.317079261
766,725,1844128,41.4936,3.3,47550,5925,0.321290062
767,884,1831102,52.0211,4.3,38609,5899,0.322589995
768,269,5406835,4.9719,4.6,41461,20766,0.384132512
769,340,5445162,6.1875,2.8,38626,21666,0.398294609
770,383,5479203,6.99,3.7,31038,22153,0.404673483
771,437,5514026,7.8581,3.2,41383,22152,0.402505082
772,518,5546166,9.3367,4.8,32478,21921,0.396570401
773,593,5577655,10.6366,2.9,47038,22564,0.406082527
774,622,5610775,11.0976,4.1,46089,22839,0.407719882
775,606,5640996,10.6039,3.3,44005,22282,0.395915612
776,631,5669264,10.9348,3.9,52205,22262,0.393685053
777,630,5686986,10.9422,3.4,38862,22033,0.387110331
778,698,5711767,12.0766,4.9,32654,22388,0.392094844
779,692,5726398,12.2266,4.3,33738,22419,0.391628763
780,856,5742713,15.0285,3.4,37348,22443,0.390791985
781,853,5757564,15.0648,2.5,41098,22572,0.392040801
782,878,5771337,15.4719,3.4,40838,22914,0.397031052
783,1074,5778708,19.2873,4.3,46330,23163,0.401235632
784,22,494657,4.5032,5.3,29297,1487,0.301162117
785,34,500017,6.9214,4.5,45473,1641,0.328969789
786,30,503453,5.9028,3.0,45693,1630,0.324629415
787,46,509106,9.0935,2.7,41584,1765,0.348892144
788,26,514157,4.9027,3.1,46050,2096,0.411951305
789,55,522667,10.5619,3.9,38688,2035,0.395142562
790,63,534876,12.2666,3.5,36522,1927,0.368571046
791,74,546043,14.0453,3.0,35828,1704,0.319899074
792,60,559851,10.9508,3.4,36462,1743,0.320245466
793,85,563626,14.9556,4.1,42719,2092,0.370557998
794,85,568158,15.2082,4.3,37758,2162,0.381065856
795,98,576412,16.7507,4.2,40619,2187,0.379275301
796,98,582658,17.2422,3.4,32683,2288,0.392302773
797,109,584153,19.3823,4.6,39489,2369,0.405544438
798,96,586107,16.4454,2.6,32663,2400,0.409481545
799,99,585501,17.5871,3.9,37254,2352,0.402113146
